State,County Name,Hospital Name
NC,PASQUOTANK,1
NC,PENDER,1
NC,PERSON,1
NC,PITT,1
NC,POLK,1
NC,RANDOLPH,1
NC,ROBESON,1
NC,ROCKINGHAM,1
NC,ROWAN,1
NC,RUTHERFORD,1
NC,SAMPSON,1
NC,SCOTLAND,1
NC,STANLY,1
NC,STOKES,1
NC,SURRY,2
NC,SWAIN,2
NC,TRANSYLVANIA,1
NC,UNION,1
NC,VANCE,1
NC,WAKE,4
NC,WASHINGTON,1
NC,WATAUGA,1
NC,WAYNE,1
NC,WILKES,1
NC,WILSON,1
ND,ADAMS,1
ND,BARNES,1
ND,BOTTINEAU,1
ND,BOWMAN,1
ND,BURLEIGH,2
ND,CASS,2
ND,CAVALIER,1
ND,DICKEY,1
ND,DIVIDE,1
ND,EMMONS,1
ND,FOSTER,1
ND,GRAND FORKS,2
ND,GRANT,1
ND,GRIGGS,1
ND,MCINTOSH,2
ND,MCKENZIE,1
ND,MCLEAN,2
ND,MERCER,1
ND,MOUNTRAIL,1
ND,NELSON,1
ND,PEMBINA,1
ND,PIERCE,1
ND,RAMSEY,1
ND,RANSOM,1
ND,ROLETTE,2
ND,SIOUX,1
ND,STARK,1
ND,STUTSMAN,1
ND,TOWNER,1
ND,TRAILL,2
ND,WALSH,2
ND,WARD,2
ND,WELLS,1
ND,WILLIAMS,2
NE,ADAMS,1
NE,ANTELOPE,1
NE,BOONE,1
NE,BOX BUTTE,1
NE,BOYD,1
NE,BROWN,1
NE,BUFFALO,2
NE,BURT,1
NE,BUTLER,1
NE,CHASE,1
NE,CHERRY,1
NE,CHEYENNE,1
NE,COLFAX,1
NE,CUMING,1
NE,CUSTER,2
NE,DAWES,1
NE,DAWSON,3
NE,DODGE,1
NE,DOUGLAS,10
NE,DUNDY,1
NE,FILLMORE,1
NE,FRANKLIN,1
NE,FURNAS,1
NE,GAGE,1
NE,GARDEN,1
NE,HALL,1
NE,HAMILTON,1
NE,HARLAN,1
NE,HOLT,3
NE,HOWARD,1
NE,JEFFERSON,1
NE,JOHNSON,1
NE,KEARNEY,1
NE,KEITH,1
NE,KIMBALL,1
NE,KNOX,1
NE,LANCASTER,4
NE,LINCOLN,1
NE,MADISON,1
NE,MERRICK,1
NE,MORRILL,1
NE,NEMAHA,1
NE,NUCKOLLS,1
NE,OTOE,2
NE,PAWNEE,1
NE,PERKINS,1
NE,PHELPS,1
NE,PIERCE,2
NE,PLATTE,2
NE,POLK,1
NE,RED WILLOW,1
NE,RICHARDSON,1
NE,SALINE,2
NE,SARPY,2
NE,SAUNDERS,1
NE,SCOTT BLUFF,1
NE,SEWARD,1
NE,SHERIDAN,1
NE,THAYER,1
NE,THURSTON,1
NE,VALLEY,1
NE,WASHINGTON,1
NE,WAYNE,1
NE,WEBSTER,1
NE,YORK,2
NH,BELKNAP,1
NH,CARROLL,2
NH,CHESHIRE,1
NH,COOS,3
NH,GRAFTON,5
NH,HILLSBOROUGH,5
NH,MERRIMACK,3
NH,ROCKINGHAM,3
NH,STRAFFORD,2
NH,SULLIVAN,1
NJ,ATLANTIC,2
NJ,BERGEN,6
NJ,BURLINGTON,4
NJ,CAMDEN,4
NJ,CAPE MAY,1
NJ,CUMBERLAND,1
NJ,ESSEX,7
NJ,GLOUCESTER,1
NJ,HUDSON,6
NJ,HUNTERDON,1
NJ,MERCER,4
NJ,MIDDLESEX,6
NJ,MONMOUTH,5
NJ,MORRIS,3
NJ,OCEAN,4
NJ,PASSAIC,2
NJ,SALEM,2
NJ,SOMERSET,1
NJ,SUSSEX,1
NJ,UNION,3
NJ,WARREN,2
NM,BERNALILLO,5
NM,CHAVES,2
NM,CIBOLA,2
NM,COLFAX,1
NM,CURRY,1
NM,DONA ANA,2
NM,EDDY,2
NM,GRANT,1
NM,GUADALUPE,1
NM,LEA,2
NM,LINCOLN,1
NM,LOS ALAMOS,1
NM,LUNA,1
NM,MCKINLEY,4
NM,OTERO,2
NM,QUAY,1
NM,RIO ARRIBA,1
NM,ROOSEVELT,1
NM,SAN JUAN,2
NM,SAN MIGUEL,1
NM,SANDOVAL,1
NM,SANTA FE,2
NM,SIERRA,1
NM,SOCORRO,1
NM,TAOS,1
NM,UNION,1
NV,CARSON CITY,1
NV,CHURCHILL,1
NV,CLARK,18
NV,DOUGLAS,1
NV,ELKO,1
NV,HUMBOLDT,1
NV,LANDER,1
NV,LINCOLN,1
NV,LYON,1
NV,MINERAL,1
NV,NYE,1
NV,PERSHING,1
NV,WASHOE,5
NV,WHITE PINE,1
NY,ALBANY,3
NY,ALLEGANY,2
NY,BRONX,6
NY,BROOME,2
NY,CATTARAUGUS,1
NY,CAYUGA,1
NY,CHAUTAUQUA,3
NY,CHEMUNG,2
NY,CHENANGO,1
NY,CLINTON,1
NY,COLUMBIA,1
NY,CORTLAND,1
NY,DELAWARE,4
NY,DUTCHESS,2
NY,ERIE,7
NY,ESSEX,2
NY,FRANKLIN,2
NY,FULTON,1
NY,GENESEE,1
NY,HERKIMER,1
NY,JEFFERSON,3
NY,KINGS,12
NY,LEWIS,1
NY,LIVINGSTON,1
NY,MADISON,2
NY,MONROE,5
NY,MONTGOMERY,1
NY,NASSAU,10
NY,NEW YORK,12
NY,NIAGARA,3
NY,ONEIDA,3
NY,ONONDAGA,3
NY,ONTARIO,3
NY,ORANGE,4
NY,ORLEANS,1
NY,OSWEGO,1
NY,OTSEGO,2
NY,PUTNAM,1
NY,QUEENS,6
NY,RENSSELAER,3
NY,RICHMOND,2
NY,ROCKLAND,3
NY,SARATOGA,1
NY,SCHENECTADY,2
NY,SCHOHARIE,1
NY,SCHUYLER,1
NY,ST. LAWRENCE,5
NY,STEUBEN,3
NY,SUFFOLK,10
NY,SULLIVAN,2
NY,TOMPKINS,1
NY,ULSTER,3
NY,WARREN,1
NY,WAYNE,1
NY,WESTCHESTER,11
NY,WYOMING,1
NY,YATES,1
OH,ADAMS,1
OH,ALLEN,4
OH,ASHLAND,1
OH,ASHTABULA,4
OH,ATHENS,1
OH,AUGLAIZE,1
OH,BELMONT,3
OH,BUTLER,4
OH,CHAMPAIGN,1
OH,CLARK,2
OH,CLERMONT,1
OH,CLINTON,1
OH,COLUMBIANA,2
OH,COSHOCTON,1
OH,CRAWFORD,2
OH,CUYAHOGA,17
OH,DARKE,1
OH,DEFIANCE,3
OH,DELAWARE,1
OH,ERIE,1
OH,FAIRFIELD,1
OH,FAYETTE,1
OH,FRANKLIN,11
OH,FULTON,1
OH,GALLIA,1
OH,GEAUGA,1
OH,GREENE,2
OH,GUERNSEY,1
OH,HAMILTON,10
OH,HANCOCK,1
OH,HARDIN,1
OH,HARRISON,1
OH,HENRY,1
OH,HIGHLAND,2
OH,HOCKING,1
OH,HOLMES,1
OH,HURON,2
OH,JACKSON,1
OH,JEFFERSON,1
OH,KNOX,1
OH,LAKE,1
OH,LAWRENCE,1
OH,LICKING,1
OH,LOGAN,1
OH,LORAIN,4
OH,LUCAS,8
OH,MADISON,1
OH,MAHONING,4
OH,MARION,1
OH,MEDINA,2
OH,MERCER,1
OH,MIAMI,1
OH,MONTGOMERY,7
OH,MORROW,1
OH,MUSKINGUM,1
OH,OTTAWA,1
OH,PAULDING,1
OH,PICKAWAY,1
OH,PIKE,1
OH,PORTAGE,1
OH,RICHLAND,3
OH,ROSS,1
OH,SANDUSKY,2
OH,SCIOTO,2
OH,SENECA,2
OH,SHELBY,1
OH,STARK,3
OH,SUMMIT,5
OH,TRUMBULL,2
OH,TUSCARAWAS,2
OH,UNION,1
OH,VAN WERT,1
OH,WARREN,1
OH,WASHINGTON,2
OH,WAYNE,2
OH,WILLIAMS,2
OH,WOOD,1
OH,WYANDOT,1
OK,ADAIR,1
OK,ATOKA,1
OK,BEAVER,1
OK,BECKHAM,2
OK,BLAINE,2
OK,BRYAN,1
OK,CADDO,2
OK,CANADIAN,2
OK,CARTER,2
OK,CHEROKEE,2
OK,CHOCTAW,1
OK,CIMARRON,1
OK,CLEVELAND,2
OK,COAL,1
OK,COMANCHE,3
OK,CRAIG,1
OK,CREEK,3
OK,CUSTER,2
OK,DELAWARE,1
OK,DEWEY,1
OK,ELLIS,1
OK,GARFIELD,2
OK,GARVIN,2
OK,GRADY,1
OK,GREER,1
OK,HARMON,1
OK,HARPER,1
OK,HASKELL,1
OK,HUGHES,1
OK,JACKSON,1
OK,JEFFERSON,1
OK,JOHNSTON,1
OK,KAY,2
OK,KINGFISHER,1
OK,KIOWA,1
OK,LATIMER,2
OK,LE FLORE,1
OK,LINCOLN,2
OK,LOGAN,1
OK,LOVE,1
OK,MAJOR,1
OK,MARSHALL,1
OK,MAYES,1
OK,MCCLAIN,1
OK,MCCURTAIN,1
OK,MURRAY,1
OK,MUSKOGEE,1
OK,NOBLE,1
OK,NOWATA,1
OK,OKFUSKEE,1
OK,OKLAHOMA,19
OK,OKMULGEE,2
OK,OSAGE,2
OK,OTTAWA,1
OK,PAWNEE,1
OK,PAYNE,2
OK,PITTSBURG,1
OK,PONTOTOC,2
OK,POTTAWATOMIE,1
OK,PUSHMATAHA,1
OK,ROGER MILLS,1
OK,ROGERS,2
OK,SEMINOLE,1
OK,SEQUOYAH,1
OK,STEPHENS,1
OK,TEXAS,1
OK,TULSA,13
OK,WAGONER,1
OK,WASHINGTON,1
OK,WASHITA,1
OK,WOODS,1
OK,WOODWARD,1
OR,BAKER,1
OR,BENTON,1
OR,CLACKAMAS,3
OR,CLATSOP,2
OR,COOS,3
OR,CROOK,1
OR,CURRY,1
OR,DESCHUTES,2
OR,DOUGLAS,2
OR,GRANT,1
OR,HARNEY,1
OR,HOOD RIVER,1
OR,JACKSON,3
OR,JEFFERSON,1
OR,JOSEPHINE,1
OR,KLAMATH,1
OR,LAKE,1
OR,LANE,5
OR,LINCOLN,2
OR,LINN,2
OR,MALHEUR,1
OR,MARION,3
OR,MORROW,1
OR,MULTNOMAH,7
OR,POLK,1
OR,TILLAMOOK,1
OR,UMATILLA,2
OR,UNION,1
OR,WALLOWA,1
OR,WASCO,1
OR,WASHINGTON,4
OR,YAMHILL,2
PA,ADAMS,1
PA,ALLEGHENY,18
PA,ARMSTRONG,1
PA,BEAVER,1
PA,BEDFORD,1
PA,BERKS,3
PA,BLAIR,3
PA,BRADFORD,3
PA,BUCKS,7
PA,BUTLER,1
PA,CAMBRIA,2
PA,CARBON,2
PA,CENTRE,1
PA,CHESTER,5
PA,CLARION,1
PA,CLEARFIELD,2
PA,CLINTON,2
PA,COLUMBIA,2
PA,CRAWFORD,2
PA,CUMBERLAND,2
PA,DAUPHIN,2
PA,DELAWARE,4
PA,ELK,1
PA,ERIE,4
PA,FAYETTE,2
PA,FRANKLIN,2
PA,FULTON,1
PA,GREENE,1
PA,HUNTINGDON,1
PA,INDIANA,1
PA,JEFFERSON,2
PA,LACKAWANNA,3
PA,LANCASTER,4
PA,LAWRENCE,2
PA,LEBANON,1
PA,LEHIGH,3
PA,LUZERNE,3
PA,LYCOMING,3
PA,MC KEAN,2
PA,MERCER,4
PA,MIFFLIN,1
PA,MONROE,2
PA,MONTGOMERY,11
PA,MONTOUR,1
PA,NORTHAMPTON,5
PA,NORTHUMBERLND,1
PA,PHILADELPHIA,18
PA,POTTER,1
PA,SCHUYLKILL,3
PA,SOMERSET,3
PA,SUSQUEHANNA,2
PA,TIOGA,1
PA,UNION,1
PA,VENANGO,1
PA,WARREN,1
PA,WASHINGTON,4
PA,WAYNE,1
PA,WESTMORELAND,3
PA,WYOMING,1
PA,YORK,5
PR,AGUADILLA,1
PR,AIBONITO,1
PR,ARECIBO,2
PR,BAYAMON,4
PR,CAGUAS,2
PR,CAROLINA,1
PR,CAYEY,1
PR,FAJARDO,2
PR,GUAYANILLA,1
PR,GUAYNABO,1
PR,HUMACAO,3
PR,LARES,1
PR,MANATI,2
PR,MAYAGUEZ,3
PR,MOCA,1
PR,PONCE,4
PR,SAN GERMAN,2
PR,SAN JUAN,17
PR,UTUADO,1
PR,VEGA BAJA,1
PR,YAUCO,1
RI,KENT,1
RI,NEWPORT,1
RI,PROVIDENCE,6
RI,WASHINGTON,2
SC,ABBEVILLE,1
SC,AIKEN,1
SC,ALLENDALE,1
SC,ANDERSON,1
SC,BEAUFORT,2
SC,CHARLESTON,6
SC,CHEROKEE,1
SC,CHESTER,1
SC,CHESTERFIELD,1
SC,CLARENDON,1
SC,COLLETON,1
SC,DARLINGTON,2
SC,DILLON,1
SC,EDGEFIELD,1
SC,FAIRFIELD,1
SC,FLORENCE,3
SC,GEORGETOWN,1
SC,GREENVILLE,7
SC,GREENWOOD,1
SC,HAMPTON,1
SC,HORRY,4
SC,JASPER,1
SC,KERSHAW,1
SC,LANCASTER,1
SC,LAURENS,1
SC,LEXINGTON,2
SC,MARION,1
SC,NEWBERRY,1
SC,OCONEE,1
SC,ORANGEBURG,1
SC,PICKENS,2
SC,RICHLAND,3
SC,SPARTANBURG,2
SC,SUMTER,1
SC,UNION,1
SC,WILLIAMSBURG,1
SC,YORK,1
SD,BEADLE,1
SD,BENNETT,1
SD,BON HOMME,2
SD,BROOKINGS,1
SD,BROWN,2
SD,BRULE,1
SD,CHARLES MIX,2
SD,CLAY,1
SD,CODINGTON,1
SD,CUSTER,1
SD,DAVISON,1
SD,DAY,1
SD,DEUEL,1
SD,DEWEY,1
SD,DOUGLAS,1
SD,EDMUNDS,1
SD,FALL RIVER,1
SD,FAULK,1
SD,GRANT,1
SD,GREGORY,2
SD,HAAKON,1
SD,HAND,1
SD,HUGHES,1
SD,HUTCHINSON,2
SD,JERAULD,1
SD,KINGSBURY,1
SD,LAKE,1
SD,LAWRENCE,2
SD,LINCOLN,2
SD,MARSHALL,1
SD,MC PHERSON,1
SD,MEADE,1
SD,MINNEHAHA,5
SD,MOODY,1
SD,PENNINGTON,4
SD,POTTER,1
SD,ROBERTS,1
SD,SPINK,1
SD,TODD,1
SD,TRIPP,1
SD,TURNER,1
SD,UNION,1
SD,WALWORTH,1
SD,YANKTON,1
TN,ANDERSON,1
TN,BEDFORD,1
TN,BENTON,1
TN,BLEDSOE,1
TN,BLOUNT,1
TN,BRADLEY,1
TN,CAMPBELL,2
TN,CANNON,1
TN,CARROLL,2
TN,CARTER,1
TN,CHEATHAM,1
TN,CLAIBORNE,1
TN,CLAY,1
TN,COCKE,1
TN,COFFEE,2
TN,CUMBERLAND,1
TN,DAVIDSON,9
TN,DE KALB,1
TN,DECATUR,1
TN,DICKSON,1
TN,DYER,1
TN,FENTRESS,1
TN,FRANKLIN,1
TN,GIBSON,1
TN,GILES,1
TN,GREENE,2
TN,HAMBLEN,2
TN,HAMILTON,3
TN,HANCOCK,1
TN,HARDIN,1
TN,HAWKINS,1
TN,HENDERSON,1
TN,HENRY,1
TN,HICKMAN,1
TN,HOUSTON,1
TN,HUMPHREYS,1
TN,JEFFERSON,1
TN,JOHNSON,1
TN,KNOX,5
TN,LAUDERDALE,1
TN,LAWRENCE,1
TN,LINCOLN,1
TN,LOUDON,1
TN,MACON,1
TN,MADISON,2
TN,MARSHALL,1
TN,MAURY,1
TN,MC MINN,1
TN,MONROE,1
TN,MONTGOMERY,1
TN,OBION,1
TN,OVERTON,1
TN,PERRY,1
TN,PUTNAM,1
TN,RHEA,1
TN,ROANE,1
TN,ROBERTSON,1
TN,RUTHERFORD,3
TN,SCOTT,1
TN,SEVIER,1
TN,SHELBY,7
TN,SMITH,1
TN,SULLIVAN,3
TN,SUMNER,2
TN,TIPTON,1
TN,TROUSDALE,1
TN,UNICOI,1
TN,WARREN,1
TN,WASHINGTON,2
TN,WAYNE,1
TN,WEAKLEY,1
TN,WHITE,1
TN,WILLIAMSON,1
TN,WILSON,1
TX,ANDERSON,1
TX,ANDREWS,1
TX,ANGELINA,2
TX,ATASCOSA,1
TX,AUSTIN,1
TX,BAILEY,1
TX,BASTROP,1
TX,BAYLOR,1
TX,BEE,1
TX,BELL,3
TX,BEXAR,13
TX,BOSQUE,1
TX,BOWIE,2
TX,BRAZORIA,3
TX,BRAZOS,4
TX,BREWSTER,1
TX,BROWN,1
TX,BURLESON,1
TX,BURNET,2
TX,CALDWELL,1
TX,CALHOUN,1
TX,CAMERON,4
TX,CAMP,1
TX,CASTRO,1
TX,CHAMBERS,2
TX,CHEROKEE,2
TX,CHILDRESS,1
TX,CLAY,1
TX,COCHRAN,1
TX,COLEMAN,1
TX,COLLIN,13
TX,COLLINGSWORTH,1
TX,COLORADO,2
TX,COMAL,1
TX,COMANCHE,1
TX,CONCHO,1
TX,COOKE,2
TX,CORYELL,1
TX,CRANE,1
TX,CROSBY,1
TX,CULBERSON,1
TX,DALLAM,1
TX,DALLAS,27
TX,DAWSON,1
TX,DE WITT,1
TX,DEAF SMITH,1
TX,DENTON,10
TX,DIMMIT,1
TX,EASTLAND,1
TX,ECTOR,2
TX,EL PASO,10
TX,ELLIS,2
TX,ERATH,1
TX,FALLS,1
TX,FANNIN,1
TX,FAYETTE,1
TX,FISHER,1
TX,FLOYD,1
TX,FORT BEND,7
TX,FREESTONE,1
TX,FRIO,1
TX,GAINES,1
TX,GALVESTON,2
TX,GILLESPIE,1
TX,GONZALES,1
TX,GRAY,1
TX,GRAYSON,3
TX,GREGG,2
TX,GRIMES,1
TX,GUADALUPE,1
TX,HALE,1
TX,HAMILTON,1
TX,HANSFORD,1
TX,HARDEMAN,2
TX,HARRIS,40
TX,HARRISON,1
TX,HASKELL,1
TX,HAYS,3
TX,HEMPHILL,1
TX,HENDERSON,1
TX,HIDALGO,6
TX,HILL,1
TX,HOCKLEY,1
TX,HOOD,1
TX,HOPKINS,1
TX,HOWARD,1
TX,HUNT,1
TX,HUTCHINSON,1
TX,JACK,1
TX,JACKSON,1
TX,JASPER,1
TX,JEFFERSON,3
TX,JIM WELLS,1
TX,JOHNSON,3
TX,JONES,3
TX,KARNES,1
TX,KAUFMAN,1
TX,KERR,1
TX,KIMBLE,1
TX,KLEBERG,1
TX,KNOX,1
TX,LAMAR,1
TX,LAMB,1
TX,LAMPASAS,1
TX,LAVACA,2
TX,LIBERTY,2
TX,LIMESTONE,2
TX,LLANO,1
TX,LUBBOCK,5
TX,LYNN,1
TX,MADISON,1
TX,MARTIN,1
TX,MATAGORDA,2
TX,MAVERICK,1
TX,MC CULLOCH,1
TX,MC LENNAN,2
TX,MEDINA,1
TX,MIDLAND,1
TX,MILAM,2
TX,MITCHELL,1
TX,MONTAGUE,1
TX,MONTGOMERY,6
TX,MOORE,1
TX,NACOGDOCHES,2
TX,NAVARRO,1
TX,NOLAN,1
TX,NUECES,4
TX,OCHILTREE,1
TX,PALO PINTO,1
TX,PANOLA,1
TX,PARKER,1
TX,PARMER,1
TX,PECOS,2
TX,POLK,1
TX,POTTER,3
TX,REAGAN,1
TX,REEVES,1
TX,REFUGIO,1
TX,ROCKWALL,2
TX,RUNNELS,2
TX,RUSK,1
TX,SABINE,1
TX,SAN AUGUSTINE,1
TX,SAN PATRICIO,1
TX,SCHLEICHER,1
TX,SCURRY,1
TX,SMITH,4
TX,SOMERVELL,1
TX,STARR,1
TX,STEPHENS,1
TX,STONEWALL,1
TX,SUTTON,1
TX,SWISHER,1
TX,TARRANT,24
TX,TAYLOR,2
TX,TERRY,1
TX,THROCKMORTON,1
TX,TITUS,1
TX,TOM GREEN,2
TX,TRAVIS,10
TX,TYLER,1
TX,UPTON,2
TX,UVALDE,1
TX,VAL VERDE,1
TX,VAN ZANDT,1
TX,VICTORIA,2
TX,WALKER,1
TX,WARD,1
TX,WASHINGTON,1
TX,WEBB,2
TX,WHARTON,1
TX,WHEELER,2
TX,WICHITA,3
TX,WILBARGER,1
TX,WILLIAMSON,6
TX,WILSON,1
TX,WINKLER,1
TX,WISE,1
TX,WOOD,2
TX,YOAKUM,1
TX,YOUNG,2
UT,BEAVER,2
UT,BOX ELDER,2
UT,CACHE,2
UT,CARBON,1
UT,DAVIS,2
UT,DUCHESNE,1
UT,GARFIELD,1
UT,GRAND,1
UT,IRON,1
UT,JUAB,1
UT,KANE,1
UT,MILLARD,2
UT,SALT LAKE,12
UT,SAN JUAN,2
UT,SANPETE,2
UT,SEVIER,1
UT,SUMMIT,1
UT,TOOELE,1
UT,UINTAH,1
UT,UTAH,5
UT,WASATCH,1
UT,WASHINGTON,1
UT,WEBER,2
VA,ACCOMACK,1
VA,ALBEMARLE,1
VA,ALEXANDRIA CITY,1
VA,ALLEGHANY,1
VA,ARLINGTON,2
VA,AUGUSTA,1
VA,BATH,1
VA,BEDFORD,1
VA,BUCHANAN,1
VA,CHARLOTTESVILLE CITY,1
VA,CHESAPEAKE CITY,1
VA,CHESTERFIELD,2
VA,CULPEPER,1
VA,DANVILLE CITY,1
VA,DICKENSON,1
VA,EMPORIA CITY,1
VA,ESSEX,1
VA,FAIRFAX,4
VA,FAUQUIER,1
VA,FRANKLIN,1
VA,FRANKLIN CITY,1
VA,FREDERICKSBURG CITY,1
VA,GALAX CITY,1
VA,GILES,1
VA,GLOUCESTER,1
VA,HALIFAX,1
VA,HAMPTON CITY,1
VA,HANOVER,1
VA,HARRISONBURG CITY,1
VA,HENRICO,1
VA,HOPEWELL CITY,1
VA,JAMES CITY,2
VA,LANCASTER,1
VA,LEXINGTON CITY,1
VA,LOUDOUN,2
VA,LYNCHBURG CITY,1
VA,MANASSAS CITY,1
VA,MECKLENBURG,1
VA,MONTGOMERY,2
VA,NEW KENT,1
VA,NEWPORT NEWS CITY,2
VA,NORFOLK CITY,4
VA,NORTON CITY,1
VA,PAGE,1
VA,PETERSBURG CITY,2
VA,PORTSMOUTH CITY,1
VA,PRINCE EDWARD,1
VA,PRINCE WILLIAM,2
VA,PULASKI,1
VA,RICHMOND CITY,4
VA,ROANOKE CITY,1
VA,RUSSELL,1
VA,SALEM CITY,1
VA,SHENANDOAH,1
VA,SMYTH,1
VA,SPOTSYLVANIA,1
VA,STAFFORD,1
VA,SUFFOLK CITY,1
VA,TAZEWELL,2
VA,VIRGINIA BEACH CITY,2
VA,WARREN,1
VA,WASHINGTON,1
VA,WINCHESTER CITY,1
VA,WISE,1
VA,WYTHE,1
VT,ADDISON,1
VT,BENNINGTON,1
VT,CALEDONIA,1
VT,CHITTENDEN,1
VT,FRANKLIN,1
VT,LAMOILLE,1
VT,ORANGE,1
VT,ORLEANS,1
VT,RUTLAND,1
VT,WASHINGTON,1
VT,WINDHAM,2
VT,WINDSOR,2
WA,ADAMS,2
WA,ASOTIN,1
WA,BENTON,3
WA,CHELAN,4
WA,CLALLAM,2
WA,CLARK,2
WA,COLUMBIA,1
WA,COWLITZ,1
WA,FERRY,1
WA,FRANKLIN,1
WA,GARFIELD,1
WA,GRANT,4
WA,GRAYS HARBOR,2
WA,ISLAND,1
WA,JEFFERSON,1
WA,KING,18
WA,KITSAP,1
WA,KITTITAS,1
WA,KLICKITAT,2
WA,LEWIS,2
WA,LINCOLN,2
WA,MASON,1
WA,OKANOGAN,3
WA,PACIFIC,2
WA,PEND OREILLE,1
WA,PIERCE,6
WA,SAN JUAN,1
WA,SKAGIT,3
WA,SNOHOMISH,4
WA,SPOKANE,5
WA,STEVENS,2
WA,THURSTON,2
WA,WALLA WALLA,1
WA,WHATCOM,1
WA,WHITMAN,2
WA,YAKIMA,4
WI,ADAMS,1
WI,ASHLAND,1
WI,BARRON,3
WI,BROWN,4
WI,BURNETT,1
WI,CALUMET,1
WI,CHIPPEWA,3
WI,CLARK,1
WI,COLUMBIA,2
WI,CRAWFORD,1
WI,DANE,4
WI,DODGE,2
WI,DOOR,1
WI,DOUGLAS,1
WI,DUNN,1
WI,EAU CLAIRE,3
WI,FOND DU LAC,3
WI,GRANT,3
WI,GREEN,1
WI,GREEN LAKE,1
WI,IOWA,1
WI,JACKSON,1
WI,JEFFERSON,1
WI,JUNEAU,1
WI,KENOSHA,2
WI,LA CROSSE,2
WI,LAFAYETTE,1
WI,LANGLADE,1
WI,LINCOLN,2
WI,MANITOWOC,2
WI,MARATHON,2
WI,MARINETTE,1
WI,MILWAUKEE,10
WI,MONROE,2
WI,OCONTO,2
WI,ONEIDA,1
WI,OUTAGAMIE,2
WI,OZAUKEE,3
WI,PEPIN,1
WI,PIERCE,1
WI,POLK,3
WI,PORTAGE,1
WI,PRICE,1
WI,RACINE,2
WI,RICHLAND,1
WI,ROCK,4
WI,RUSK,1
WI,SAUK,3
WI,SAWYER,1
WI,SHAWANO,1
WI,SHEBOYGAN,2
WI,ST. CROIX,3
WI,TAYLOR,1
WI,TREMPEALEAU,2
WI,VERNON,2
WI,VILAS,2
WI,WALWORTH,2
WI,WASHBURN,2
WI,WASHINGTON,2
WI,WAUKESHA,4
WI,WAUPACA,2
WI,WAUSHARA,1
WI,WINNEBAGO,4
WI,WOOD,2
WV,BARBOUR,1
WV,BERKELEY,1
WV,BOONE,1
WV,BRAXTON,1
WV,CABELL,2
WV,CALHOUN,1
WV,FAYETTE,2
WV,GRANT,1
WV,GREENBRIER,1
WV,HAMPSHIRE,1
WV,HANCOCK,1
WV,HARRISON,1
WV,JACKSON,1
WV,JEFFERSON,1
WV,KANAWHA,4
WV,LEWIS,1
WV,LOGAN,1
WV,MARION,1
WV,MARSHALL,1
WV,MASON,1
WV,MC DOWELL,1
WV,MERCER,2
WV,MINERAL,1
WV,MINGO,1
WV,MONONGALIA,2
WV,MORGAN,1
WV,NICHOLAS,1
WV,OHIO,2
WV,POCAHONTAS,1
WV,PRESTON,1
WV,RALEIGH,2
WV,RANDOLPH,1
WV,ROANE,1
WV,SUMMERS,1
WV,TAYLOR,1
WV,TYLER,1
WV,UPSHUR,1
WV,WEBSTER,1
WV,WETZEL,1
WV,WOOD,1
WY,ALBANY,1
WY,BIG HORN,2
WY,CAMPBELL,1
WY,CARBON,1
WY,CONVERSE,1
WY,CROOK,1
WY,FREMONT,1
WY,GOSHEN,1
WY,HOT SPRINGS,1
WY,JOHNSON,1
WY,LARAMIE,1
WY,LINCOLN,2
WY,NATRONA,3
WY,NIOBRARA,1
WY,PARK,2
WY,PLATTE,1
WY,SHERIDAN,1
WY,SWEETWATER,2
WY,TETON,1
WY,UINTA,1
WY,WASHAKIE,1
WY,WESTON,1
