"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Warrick County, IN"	"18173"	20	8651	231.2
	"Washington County, IN"	"18175"	13	3979	326.7 (Unreliable)
	"Wayne County, IN"	"18177"	29	9243	313.8
	"Black Hawk County, IA"	"19013"	39	16614	234.7
	"Cerro Gordo County, IA"	"19033"	25	6772	369.2
	"Clinton County, IA"	"19045"	17	7030	241.8 (Unreliable)
	"Dallas County, IA"	"19049"	15	8503	176.4 (Unreliable)
	"Des Moines County, IA"	"19057"	11	5702	192.9 (Unreliable)
	"Dubuque County, IA"	"19061"	21	13132	159.9
	"Fayette County, IA"	"19065"	12	3034	395.5 (Unreliable)
	"Jasper County, IA"	"19099"	13	5274	246.5 (Unreliable)
	"Johnson County, IA"	"19103"	31	14845	208.8
	"Lee County, IA"	"19111"	19	5274	360.3 (Unreliable)
	"Linn County, IA"	"19113"	55	27994	196.5
	"Mahaska County, IA"	"19123"	11	3127	351.8 (Unreliable)
	"Marion County, IA"	"19125"	11	4441	247.7 (Unreliable)
	"Muscatine County, IA"	"19139"	13	5716	227.4 (Unreliable)
	"Polk County, IA"	"19153"	126	55784	225.9
	"Pottawattamie County, IA"	"19155"	35	13245	264.3
	"Scott County, IA"	"19163"	52	23002	226.1
	"Story County, IA"	"19169"	15	9091	165.0 (Unreliable)
	"Wapello County, IA"	"19179"	21	4951	424.2
	"Warren County, IA"	"19181"	10	6342	157.7 (Unreliable)
	"Webster County, IA"	"19187"	14	5298	264.3 (Unreliable)
	"Woodbury County, IA"	"19193"	25	12674	197.3
	"Barton County, KS"	"20009"	11	3965	277.4 (Unreliable)
	"Butler County, KS"	"20015"	26	9066	286.8
	"Cherokee County, KS"	"20021"	12	2907	412.8 (Unreliable)
	"Cowley County, KS"	"20035"	15	4697	319.4 (Unreliable)
	"Crawford County, KS"	"20037"	11	4456	246.9 (Unreliable)
	"Dickinson County, KS"	"20041"	11	2714	405.3 (Unreliable)
	"Douglas County, KS"	"20045"	13	11962	108.7 (Unreliable)
	"Ellis County, KS"	"20051"	11	3461	317.8 (Unreliable)
	"Franklin County, KS"	"20059"	13	3611	360.0 (Unreliable)
	"Geary County, KS"	"20061"	15	2123	706.5 (Unreliable)
	"Johnson County, KS"	"20091"	82	73084	112.2
	"Labette County, KS"	"20099"	12	2936	408.7 (Unreliable)
	"Leavenworth County, KS"	"20103"	31	10294	301.1
	"Miami County, KS"	"20121"	12	4743	253.0 (Unreliable)
	"Montgomery County, KS"	"20125"	18	4611	390.4 (Unreliable)
	"Reno County, KS"	"20155"	21	8881	236.5
	"Riley County, KS"	"20161"	12	5588	214.7 (Unreliable)
	"Saline County, KS"	"20169"	25	7600	328.9
	"Sedgwick County, KS"	"20173"	169	64753	261.0
	"Shawnee County, KS"	"20177"	59	24740	238.5
	"Wyandotte County, KS"	"20209"	68	19483	349.0
	"Adair County, KY"	"21001"	13	2612	497.7 (Unreliable)
	"Allen County, KY"	"21003"	11	2751	399.9 (Unreliable)
	"Barren County, KY"	"21009"	29	5953	487.1
	"Bell County, KY"	"21013"	25	3883	643.8
	"Boone County, KY"	"21015"	32	15793	202.6
	"Bourbon County, KY"	"21017"	10	2745	364.3 (Unreliable)
	"Boyd County, KY"	"21019"	26	6943	374.5
	"Breathitt County, KY"	"21025"	18	1953	921.7 (Unreliable)
	"Breckinridge County, KY"	"21027"	13	3048	426.5 (Unreliable)
	"Bullitt County, KY"	"21029"	22	10734	205.0
	"Butler County, KY"	"21031"	10	1827	547.3 (Unreliable)
	"Calloway County, KY"	"21035"	11	4562	241.1 (Unreliable)
	"Campbell County, KY"	"21037"	33	12922	255.4
	"Carter County, KY"	"21043"	14	3729	375.4 (Unreliable)
	"Casey County, KY"	"21045"	10	2103	475.5 (Unreliable)
	"Christian County, KY"	"21047"	26	6531	398.1
	"Clark County, KY"	"21049"	25	4960	504.0
	"Clay County, KY"	"21051"	14	2668	524.7 (Unreliable)
	"Daviess County, KY"	"21059"	40	13348	299.7
	"Estill County, KY"	"21065"	14	2025	691.4 (Unreliable)
	"Fayette County, KY"	"21067"	93	36835	252.5
	"Floyd County, KY"	"21071"	33	5453	605.2
	"Franklin County, KY"	"21073"	22	6974	315.5
	"Grant County, KY"	"21081"	17	3020	562.9 (Unreliable)
	"Graves County, KY"	"21083"	21	4929	426.0
	"Grayson County, KY"	"21085"	13	3627	358.4 (Unreliable)
	"Green County, KY"	"21087"	11	1637	672.0 (Unreliable)
	"Greenup County, KY"	"21089"	21	5120	410.2
	"Hardin County, KY"	"21093"	30	13572	221.0
	"Harlan County, KY"	"21095"	31	4032	768.8
	"Henderson County, KY"	"21101"	23	6722	342.2
	"Hopkins County, KY"	"21107"	27	6659	405.5
	"Jackson County, KY"	"21109"	12	1970	609.1 (Unreliable)
	"Jefferson County, KY"	"21111"	335	103722	323.0
	"Johnson County, KY"	"21115"	12	3215	373.3 (Unreliable)
	"Kenton County, KY"	"21117"	60	21616	277.6
	"Knott County, KY"	"21119"	14	2379	588.5 (Unreliable)
	"Knox County, KY"	"21121"	15	3951	379.7 (Unreliable)
	"Laurel County, KY"	"21125"	37	8072	458.4
	"Letcher County, KY"	"21133"	10	3462	288.9 (Unreliable)
	"Livingston County, KY"	"21139"	13	1502	865.5 (Unreliable)
	"Logan County, KY"	"21141"	10	3706	269.8 (Unreliable)
	"McCracken County, KY"	"21145"	34	9442	360.1
	"McCreary County, KY"	"21147"	16	2182	733.3 (Unreliable)
	"Madison County, KY"	"21151"	18	10117	177.9 (Unreliable)
	"Marshall County, KY"	"21157"	23	4652	494.4
	"Mason County, KY"	"21161"	10	2441	409.7 (Unreliable)
	"Monroe County, KY"	"21171"	10	1516	659.6 (Unreliable)
	"Montgomery County, KY"	"21173"	14	3509	399.0 (Unreliable)
	"Muhlenberg County, KY"	"21177"	16	4228	378.4 (Unreliable)
	"Nelson County, KY"	"21179"	22	6232	353.0
	"Ohio County, KY"	"21183"	12	3243	370.0 (Unreliable)
	"Oldham County, KY"	"21185"	12	8202	146.3 (Unreliable)
	"Perry County, KY"	"21193"	29	4048	716.4
	"Pike County, KY"	"21195"	48	9154	524.4
	"Pulaski County, KY"	"21199"	41	8937	458.8
	"Scott County, KY"	"21209"	16	6239	256.5 (Unreliable)
	"Shelby County, KY"	"21211"	12	6105	196.6 (Unreliable)
	"Simpson County, KY"	"21213"	12	2380	504.2 (Unreliable)
	"Warren County, KY"	"21227"	38	13814	275.1
	"Webster County, KY"	"21233"	10	1927	518.9 (Unreliable)
	"Whitley County, KY"	"21235"	25	4471	559.2
	"Woodford County, KY"	"21239"	12	4021	298.4 (Unreliable)
	"Acadia Parish, LA"	"22001"	30	8043	373.0
	"Ascension Parish, LA"	"22005"	43	13904	309.3
	"Assumption Parish, LA"	"22007"	12	3295	364.2 (Unreliable)
	"Avoyelles Parish, LA"	"22009"	24	5293	453.4
	"Beauregard Parish, LA"	"22011"	31	4720	656.8
	"Bienville Parish, LA"	"22013"	13	1947	667.7 (Unreliable)
	"Bossier Parish, LA"	"22015"	43	14733	291.9
	"Caddo Parish, LA"	"22017"	102	32926	309.8
	"Calcasieu Parish, LA"	"22019"	113	25954	435.4
	"Concordia Parish, LA"	"22029"	15	2718	551.9 (Unreliable)
	"De Soto Parish, LA"	"22031"	17	3775	450.3 (Unreliable)
	"East Baton Rouge Parish, LA"	"22033"	213	53439	398.6
	"East Feliciana Parish, LA"	"22037"	12	3119	384.7 (Unreliable)
	"Evangeline Parish, LA"	"22039"	20	4173	479.3
	"Franklin Parish, LA"	"22041"	23	2679	858.5
	"Iberia Parish, LA"	"22045"	47	9730	483.0
	"Iberville Parish, LA"	"22047"	18	4376	411.3 (Unreliable)
	"Jackson Parish, LA"	"22049"	10	2080	480.8 (Unreliable)
	"Jefferson Parish, LA"	"22051"	179	60550	295.6
	"Jefferson Davis Parish, LA"	"22053"	19	4126	460.5 (Unreliable)
	"Lafayette Parish, LA"	"22055"	91	29647	306.9
	"Lafourche Parish, LA"	"22057"	25	12555	199.1
	"Livingston Parish, LA"	"22063"	51	16429	310.4
	"Morehouse Parish, LA"	"22067"	18	3683	488.7 (Unreliable)
	"Natchitoches Parish, LA"	"22069"	15	4471	335.5 (Unreliable)
	"Orleans Parish, LA"	"22071"	174	51756	336.2
	"Ouachita Parish, LA"	"22073"	47	19152	245.4
	"Pointe Coupee Parish, LA"	"22077"	14	3312	422.7 (Unreliable)
	"Rapides Parish, LA"	"22079"	99	16957	583.8
	"Richland Parish, LA"	"22083"	21	2778	755.9
	"Sabine Parish, LA"	"22085"	11	3220	341.6 (Unreliable)
	"St. Bernard Parish, LA"	"22087"	30	5567	538.9
	"St. Charles Parish, LA"	"22089"	16	7352	217.6 (Unreliable)
	"St. James Parish, LA"	"22093"	14	3105	450.9 (Unreliable)
	"St. John the Baptist Parish, LA"	"22095"	28	5947	470.8
	"St. Landry Parish, LA"	"22097"	54	10917	494.6
	"St. Martin Parish, LA"	"22099"	35	7354	475.9
	"St. Mary Parish, LA"	"22101"	21	7117	295.1
	"St. Tammany Parish, LA"	"22103"	84	35828	234.5
	"Tangipahoa Parish, LA"	"22105"	58	16431	353.0
	"Terrebonne Parish, LA"	"22109"	39	14229	274.1
	"Union Parish, LA"	"22111"	17	3395	500.7 (Unreliable)
	"Vermilion Parish, LA"	"22113"	26	7877	330.1
	"Vernon Parish, LA"	"22115"	10	4572	218.7 (Unreliable)
	"Washington Parish, LA"	"22117"	35	6545	534.8
	"Webster Parish, LA"	"22119"	23	5413	424.9
	"Winn Parish, LA"	"22127"	16	1917	834.6 (Unreliable)
	"Androscoggin County, ME"	"23001"	23	15210	151.2
	"Aroostook County, ME"	"23003"	27	11337	238.2
	"Cumberland County, ME"	"23005"	63	42712	147.5
	"Hancock County, ME"	"23009"	11	9488	115.9 (Unreliable)
	"Kennebec County, ME"	"23011"	37	19450	190.2
	"Oxford County, ME"	"23017"	22	10045	219.0
	"Penobscot County, ME"	"23019"	53	22609	234.4
	"Somerset County, ME"	"23025"	20	8366	239.1
	"Waldo County, ME"	"23027"	15	6564	228.5 (Unreliable)
	"Washington County, ME"	"23029"	14	5323	263.0 (Unreliable)
	"York County, ME"	"23031"	41	32612	125.7
	"Allegany County, MD"	"24001"	32	9563	334.6
	"Anne Arundel County, MD"	"24003"	152	74002	205.4
	"Baltimore County, MD"	"24005"	285	112749	252.8
	"Calvert County, MD"	"24009"	23	13124	175.3
	"Caroline County, MD"	"24011"	15	4643	323.1 (Unreliable)
	"Carroll County, MD"	"24013"	45	24402	184.4
	"Cecil County, MD"	"24015"	37	14690	251.9
	"Charles County, MD"	"24017"	31	19850	156.2
	"Dorchester County, MD"	"24019"	11	4943	222.5 (Unreliable)
	"Frederick County, MD"	"24021"	62	32703	189.6
	"Garrett County, MD"	"24023"	13	4601	282.5 (Unreliable)
	"Harford County, MD"	"24025"	76	35542	213.8
	"Howard County, MD"	"24027"	43	40697	105.7
	"Montgomery County, MD"	"24031"	177	136464	129.7
	"Prince George's County, MD"	"24033"	323	114475	282.2
	"Queen Anne's County, MD"	"24035"	14	7421	188.7 (Unreliable)
	"St. Mary's County, MD"	"24037"	19	13887	136.8 (Unreliable)
	"Somerset County, MD"	"24039"	12	3362	356.9 (Unreliable)
	"Washington County, MD"	"24043"	50	19741	253.3
	"Wicomico County, MD"	"24045"	51	12998	392.4
	"Worcester County, MD"	"24047"	22	8229	267.3
	"Baltimore city, MD"	"24510"	361	77286	467.1
	"Barnstable County, MA"	"25001"	47	37428	125.6
	"Berkshire County, MA"	"25003"	35	20496	170.8
	"Bristol County, MA"	"25005"	129	76920	167.7
	"Essex County, MA"	"25009"	147	109801	133.9
	"Franklin County, MA"	"25011"	26	12421	209.3
	"Hampden County, MA"	"25013"	128	63625	201.2
	"Hampshire County, MA"	"25015"	21	21561	97.4
	"Middlesex County, MA"	"25017"	239	204024	117.1
	"Norfolk County, MA"	"25021"	123	96007	128.1
	"Plymouth County, MA"	"25023"	117	74924	156.2
	"Suffolk County, MA"	"25025"	142	81170	174.9
	"Worcester County, MA"	"25027"	193	114313	168.8
	"Allegan County, MI"	"26005"	35	16627	210.5
	"Alpena County, MI"	"26007"	14	4890	286.3 (Unreliable)
	"Barry County, MI"	"26015"	17	9199	184.8 (Unreliable)
	"Bay County, MI"	"26017"	57	16123	353.5
	"Berrien County, MI"	"26021"	65	22615	287.4
	"Branch County, MI"	"26023"	20	6269	319.0
	"Calhoun County, MI"	"26025"	37	18759	197.2
	"Cass County, MI"	"26027"	10	8075	123.8 (Unreliable)
	"Charlevoix County, MI"	"26029"	12	4602	260.8 (Unreliable)
	"Cheboygan County, MI"	"26031"	11	4571	240.6 (Unreliable)
	"Chippewa County, MI"	"26033"	12	5103	235.2 (Unreliable)
	"Clare County, MI"	"26035"	31	5097	608.2
	"Clinton County, MI"	"26037"	18	11157	161.3 (Unreliable)
	"Delta County, MI"	"26041"	11	6096	180.4 (Unreliable)
	"Dickinson County, MI"	"26043"	10	4311	232.0 (Unreliable)
	"Eaton County, MI"	"26045"	24	16108	149.0
	"Emmet County, MI"	"26047"	10	5491	182.1 (Unreliable)
	"Genesee County, MI"	"26049"	180	58063	310.0
	"Gladwin County, MI"	"26051"	20	4244	471.3
	"Grand Traverse County, MI"	"26055"	19	14168	134.1 (Unreliable)
	"Gratiot County, MI"	"26057"	13	5269	246.7 (Unreliable)
	"Hillsdale County, MI"	"26059"	21	7023	299.0
	"Huron County, MI"	"26063"	13	5342	243.4 (Unreliable)
	"Ingham County, MI"	"26065"	67	33391	200.7
	"Ionia County, MI"	"26067"	19	8533	222.7 (Unreliable)
	"Iosco County, MI"	"26069"	23	4609	499.0
	"Isabella County, MI"	"26073"	18	7554	238.3 (Unreliable)
	"Jackson County, MI"	"26075"	70	22836	306.5
	"Kalamazoo County, MI"	"26077"	69	31296	220.5
	"Kent County, MI"	"26081"	170	79223	214.6
	"Lapeer County, MI"	"26087"	27	14156	190.7
	"Lenawee County, MI"	"26091"	37	14246	259.7
	"Livingston County, MI"	"26093"	48	29367	163.4
	"Macomb County, MI"	"26099"	297	122655	242.1
	"Marquette County, MI"	"26103"	23	9738	236.2
	"Mason County, MI"	"26105"	11	4774	230.4 (Unreliable)
	"Mecosta County, MI"	"26107"	21	5834	360.0
	"Midland County, MI"	"26111"	18	11966	150.4 (Unreliable)
	"Monroe County, MI"	"26115"	65	22852	284.4
	"Montcalm County, MI"	"26117"	21	8952	234.6
	"Muskegon County, MI"	"26121"	65	24791	262.2
	"Newaygo County, MI"	"26123"	12	7392	162.3 (Unreliable)
	"Oakland County, MI"	"26125"	419	178453	234.8
	"Oceana County, MI"	"26127"	10	3958	252.7 (Unreliable)
	"Ogemaw County, MI"	"26129"	14	3788	369.6 (Unreliable)
	"Otsego County, MI"	"26137"	16	3751	426.6 (Unreliable)
	"Ottawa County, MI"	"26139"	49	33884	144.6
	"Roscommon County, MI"	"26143"	20	4783	418.1
	"Saginaw County, MI"	"26145"	74	27413	269.9
	"St. Clair County, MI"	"26147"	78	24696	315.8
	"St. Joseph County, MI"	"26149"	23	8587	267.8
	"Sanilac County, MI"	"26151"	15	6614	226.8 (Unreliable)
	"Shiawassee County, MI"	"26155"	23	10311	223.1
	"Tuscola County, MI"	"26157"	25	8393	297.9
	"Van Buren County, MI"	"26159"	43	11508	373.7
	"Washtenaw County, MI"	"26161"	77	42026	183.2
	"Wayne County, MI"	"26163"	1157	234431	493.5
	"Wexford County, MI"	"26165"	10	4967	201.3 (Unreliable)
	"Anoka County, MN"	"27003"	56	47588	117.7
	"Beltrami County, MN"	"27007"	10	5642	177.2 (Unreliable)
	"Blue Earth County, MN"	"27013"	17	7305	232.7 (Unreliable)
	"Carver County, MN"	"27019"	12	12810	93.7 (Unreliable)
	"Chisago County, MN"	"27025"	12	7668	156.5 (Unreliable)
	"Clay County, MN"	"27027"	16	6950	230.2 (Unreliable)
	"Crow Wing County, MN"	"27035"	10	9636	103.8 (Unreliable)
	"Dakota County, MN"	"27037"	48	56332	85.2
	"Freeborn County, MN"	"27047"	15	4621	324.6 (Unreliable)
	"Goodhue County, MN"	"27049"	10	7077	141.3 (Unreliable)
	"Hennepin County, MN"	"27053"	227	157036	144.6
	"Isanti County, MN"	"27059"	12	5431	221.0 (Unreliable)
	"Itasca County, MN"	"27061"	16	7560	211.6 (Unreliable)
	"Martin County, MN"	"27091"	11	3173	346.7 (Unreliable)
	"Mower County, MN"	"27099"	13	5116	254.1 (Unreliable)
	"Olmsted County, MN"	"27109"	30	19996	150.0
	"Otter Tail County, MN"	"27111"	24	9492	252.8
	"Pine County, MN"	"27115"	12	4608	260.4 (Unreliable)
	"Ramsey County, MN"	"27123"	109	67008	162.7
	"Rice County, MN"	"27131"	12	8389	143.0 (Unreliable)
	"St. Louis County, MN"	"27137"	51	30717	166.0
	"Scott County, MN"	"27139"	15	16497	90.9 (Unreliable)
	"Stearns County, MN"	"27145"	24	18849	127.3
	"Washington County, MN"	"27163"	32	34968	91.5
	"Wright County, MN"	"27171"	18	15406	116.8 (Unreliable)
	"Adams County, MS"	"28001"	17	4791	354.8 (Unreliable)
	"Alcorn County, MS"	"28003"	26	4786	543.3
	"Amite County, MS"	"28005"	10	2079	481.0 (Unreliable)
	"Attala County, MS"	"28007"	13	2436	533.7 (Unreliable)
	"Bolivar County, MS"	"28011"	27	4036	669.0
	"Clarke County, MS"	"28023"	13	2313	562.0 (Unreliable)
	"Clay County, MS"	"28025"	11	2752	399.7 (Unreliable)
	"Coahoma County, MS"	"28027"	14	3063	457.1 (Unreliable)
	"Copiah County, MS"	"28029"	20	4028	496.5
	"Covington County, MS"	"28031"	13	2442	532.4 (Unreliable)
	"DeSoto County, MS"	"28033"	50	20030	249.6
	"Forrest County, MS"	"28035"	49	8190	598.3
	"Greene County, MS"	"28041"	12	1626	738.0 (Unreliable)
	"Grenada County, MS"	"28043"	11	2864	384.1 (Unreliable)
	"Hancock County, MS"	"28045"	40	7138	560.4
	"Harrison County, MS"	"28047"	113	25566	442.0
	"Hinds County, MS"	"28049"	164	29942	547.7
	"Itawamba County, MS"	"28057"	14	2882	485.8 (Unreliable)
	"Jackson County, MS"	"28059"	70	18880	370.8
	"Jasper County, MS"	"28061"	11	2389	460.4 (Unreliable)
	"Jefferson Davis County, MS"	"28065"	12	1650	727.3 (Unreliable)
	"Jones County, MS"	"28067"	31	8921	347.5
	"Lafayette County, MS"	"28071"	23	5527	416.1
	"Lamar County, MS"	"28073"	14	6959	201.2 (Unreliable)
	"Lauderdale County, MS"	"28075"	51	10049	507.5
	"Leake County, MS"	"28079"	16	2811	569.2 (Unreliable)
	"Lee County, MS"	"28081"	41	10348	396.2
	"Leflore County, MS"	"28083"	23	3568	644.6
	"Lincoln County, MS"	"28085"	20	4651	430.0
	"Lowndes County, MS"	"28087"	31	7719	401.6
	"Madison County, MS"	"28089"	25	13373	186.9
	"Marion County, MS"	"28091"	11	3361	327.3 (Unreliable)
	"Marshall County, MS"	"28093"	13	5263	247.0 (Unreliable)
	"Monroe County, MS"	"28095"	22	4929	446.3
	"Neshoba County, MS"	"28099"	15	3585	418.4 (Unreliable)
	"Newton County, MS"	"28101"	17	2534	670.9 (Unreliable)
	"Oktibbeha County, MS"	"28105"	16	4504	355.2 (Unreliable)
	"Panola County, MS"	"28107"	22	4489	490.1
	"Pearl River County, MS"	"28109"	25	7531	332.0
	"Pike County, MS"	"28113"	24	5042	476.0
	"Pontotoc County, MS"	"28115"	10	3799	263.2 (Unreliable)
	"Prentiss County, MS"	"28117"	14	3165	442.3 (Unreliable)
	"Rankin County, MS"	"28121"	43	18432	233.3
	"Scott County, MS"	"28123"	12	3592	334.1 (Unreliable)
	"Simpson County, MS"	"28127"	18	3739	481.4 (Unreliable)
	"Stone County, MS"	"28131"	19	2368	802.4 (Unreliable)
	"Sunflower County, MS"	"28133"	22	3209	685.6
	"Tippah County, MS"	"28139"	14	2838	493.3 (Unreliable)
	"Tishomingo County, MS"	"28141"	13	2683	484.5 (Unreliable)
	"Union County, MS"	"28145"	15	3374	444.6 (Unreliable)
	"Warren County, MS"	"28149"	42	6744	622.8
	"Washington County, MS"	"28151"	24	6488	369.9
	"Wayne County, MS"	"28153"	10	2755	363.0 (Unreliable)
	"Webster County, MS"	"28155"	10	1350	740.7 (Unreliable)
	"Wilkinson County, MS"	"28157"	10	1280	781.2 (Unreliable)
	"Yalobusha County, MS"	"28161"	13	1849	703.1 (Unreliable)
	"Yazoo County, MS"	"28163"	16	3131	511.0 (Unreliable)
	"Barry County, MO"	"29009"	22	5189	424.0
	"Benton County, MO"	"29015"	13	3401	382.2 (Unreliable)
	"Boone County, MO"	"29019"	33	19085	172.9
	"Buchanan County, MO"	"29021"	23	11559	199.0
	"Butler County, MO"	"29023"	19	5757	330.0 (Unreliable)
	"Callaway County, MO"	"29027"	19	5995	316.9 (Unreliable)
	"Camden County, MO"	"29029"	11	8035	136.9 (Unreliable)
	"Cape Girardeau County, MO"	"29031"	28	9986	280.4
	"Cass County, MO"	"29037"	27	13903	194.2
	"Cedar County, MO"	"29039"	10	1911	523.3 (Unreliable)
	"Christian County, MO"	"29043"	19	10581	179.6 (Unreliable)
	"Clay County, MO"	"29047"	66	29433	224.2
	"Cole County, MO"	"29051"	25	10222	244.6
	"Crawford County, MO"	"29055"	15	3542	423.5 (Unreliable)
	"Dent County, MO"	"29065"	12	2323	516.6 (Unreliable)
	"Dunklin County, MO"	"29069"	21	4063	516.9
	"Franklin County, MO"	"29071"	42	15122	277.7
	"Greene County, MO"	"29077"	94	34490	272.5
	"Henry County, MO"	"29083"	19	3211	591.7 (Unreliable)
	"Howell County, MO"	"29091"	18	5374	334.9 (Unreliable)
	"Jackson County, MO"	"29095"	241	89439	269.5
	"Jasper County, MO"	"29097"	62	14521	427.0
	"Jefferson County, MO"	"29099"	88	31886	276.0
	"Johnson County, MO"	"29101"	20	5656	353.6
	"Laclede County, MO"	"29105"	12	4729	253.8 (Unreliable)
	"Lafayette County, MO"	"29107"	23	4650	494.6
	"Lawrence County, MO"	"29109"	12	5042	238.0 (Unreliable)
	"Lincoln County, MO"	"29113"	25	7440	336.0
	"McDonald County, MO"	"29119"	14	2965	472.2 (Unreliable)
	"Marion County, MO"	"29127"	15	3947	380.0 (Unreliable)
	"Newton County, MO"	"29145"	19	7826	242.8 (Unreliable)
	"Pemiscot County, MO"	"29155"	17	2285	744.0 (Unreliable)
	"Pettis County, MO"	"29159"	13	5645	230.3 (Unreliable)
	"Phelps County, MO"	"29161"	10	5628	177.7 (Unreliable)
	"Platte County, MO"	"29165"	23	12866	178.8
	"Pulaski County, MO"	"29169"	14	4126	339.3 (Unreliable)
	"St. Charles County, MO"	"29183"	76	51795	146.7
	"St. Francois County, MO"	"29187"	27	8454	319.4
	"St. Louis County, MO"	"29189"	318	141794	224.3
	"Scott County, MO"	"29201"	19	5177	367.0 (Unreliable)
	"Stoddard County, MO"	"29207"	17	4043	420.5 (Unreliable)
	"Stone County, MO"	"29209"	12	5640	212.8 (Unreliable)
	"Taney County, MO"	"29213"	28	7310	383.0
	"Texas County, MO"	"29215"	16	3699	432.5 (Unreliable)
	"Warren County, MO"	"29219"	14	4912	285.0 (Unreliable)
	"Washington County, MO"	"29221"	26	3503	742.2
	"Webster County, MO"	"29225"	15	4793	313.0 (Unreliable)
	"Wright County, MO"	"29229"	10	2640	378.8 (Unreliable)
	"St. Louis city, MO"	"29510"	165	41068	401.8
	"Cascade County, MT"	"30013"	25	11152	224.2
	"Flathead County, MT"	"30029"	23	15733	146.2
	"Gallatin County, MT"	"30031"	17	12222	139.1 (Unreliable)
	"Lewis and Clark County, MT"	"30049"	16	10391	154.0 (Unreliable)
	"Missoula County, MT"	"30063"	24	14626	164.1
	"Ravalli County, MT"	"30081"	10	7066	141.5 (Unreliable)
	"Sanders County, MT"	"30089"	11	2236	491.9 (Unreliable)
	"Silver Bow County, MT"	"30093"	13	5198	250.1 (Unreliable)
	"Yellowstone County, MT"	"30111"	51	21653	235.5
	"Adams County, NE"	"31001"	19	4340	437.8 (Unreliable)
	"Douglas County, NE"	"31055"	136	65164	208.7
	"Hall County, NE"	"31079"	14	7317	191.3 (Unreliable)
	"Lancaster County, NE"	"31109"	63	35721	176.4
	"Madison County, NE"	"31119"	16	4880	327.9 (Unreliable)
	"Sarpy County, NE"	"31153"	20	19459	102.8
	"Churchill County, NV"	"32001"	11	3386	324.9 (Unreliable)
	"Clark County, NV"	"32003"	817	251859	324.4
	"Douglas County, NV"	"32005"	13	8782	148.0 (Unreliable)
	"Elko County, NV"	"32007"	19	6443	294.9 (Unreliable)
	"Lyon County, NV"	"32019"	22	7926	277.6
	"Nye County, NV"	"32023"	30	7497	400.2
	"Washoe County, NV"	"32031"	165	60612	272.2
	"Carson City, NV"	"32510"	23	8016	286.9
	"Belknap County, NH"	"33001"	14	10415	134.4 (Unreliable)
	"Carroll County, NH"	"33003"	14	8872	157.8 (Unreliable)
	"Cheshire County, NH"	"33005"	21	11785	178.2
	"Coos County, NH"	"33007"	13	5411	240.3 (Unreliable)
	"Grafton County, NH"	"33009"	24	14005	171.4
	"Hillsborough County, NH"	"33011"	94	59279	158.6
	"Merrimack County, NH"	"33013"	40	23079	173.3
	"Rockingham County, NH"	"33015"	93	49187	189.1
	"Strafford County, NH"	"33017"	35	16894	207.2
	"Sullivan County, NH"	"33019"	14	7229	193.7 (Unreliable)
	"Atlantic County, NJ"	"34001"	109	39279	277.5
	"Bergen County, NJ"	"34003"	162	130194	124.4
	"Burlington County, NJ"	"34005"	115	63620	180.8
	"Camden County, NJ"	"34007"	165	67747	243.6
	"Cape May County, NJ"	"34009"	49	15641	313.3
	"Cumberland County, NJ"	"34011"	49	18431	265.9
	"Essex County, NJ"	"34013"	236	96611	244.3
	"Gloucester County, NJ"	"34015"	73	40540	180.1
	"Hudson County, NJ"	"34017"	139	71494	194.4
	"Hunterdon County, NJ"	"34019"	24	21476	111.8
	"Mercer County, NJ"	"34021"	90	48371	186.1
	"Middlesex County, NJ"	"34023"	199	107296	185.5
	"Monmouth County, NJ"	"34025"	148	95327	155.3
	"Morris County, NJ"	"34027"	99	71115	139.2
	"Ocean County, NJ"	"34029"	168	78280	214.6
	"Passaic County, NJ"	"34031"	130	62860	206.8
	"Salem County, NJ"	"34033"	24	9287	258.4
	"Somerset County, NJ"	"34035"	53	47373	111.9
	"Sussex County, NJ"	"34037"	35	23650	148.0
	"Union County, NJ"	"34039"	131	70747	185.2
	"Warren County, NJ"	"34041"	33	16471	200.4
	"Bernalillo County, NM"	"35001"	194	88345	219.6
	"Chaves County, NM"	"35005"	26	7977	325.9
	"Curry County, NM"	"35009"	14	5061	276.6 (Unreliable)
	"Dona Ana County, NM"	"35013"	53	23735	223.3
	"Eddy County, NM"	"35015"	23	7313	314.5
	"Lea County, NM"	"35025"	27	7395	365.1
	"McKinley County, NM"	"35031"	17	8146	208.7 (Unreliable)
	"Otero County, NM"	"35035"	25	7962	314.0
	"Rio Arriba County, NM"	"35039"	10	5812	172.1 (Unreliable)
	"Sandoval County, NM"	"35043"	35	19661	178.0
	"San Juan County, NM"	"35045"	23	14980	153.5
	"Santa Fe County, NM"	"35049"	29	23868	121.5
	"Sierra County, NM"	"35051"	13	1877	692.6 (Unreliable)
	"Torrance County, NM"	"35057"	11	2442	450.5 (Unreliable)
	"Valencia County, NM"	"35061"	21	10574	198.6
	"Albany County, NY"	"36001"	101	40660	248.4
	"Allegany County, NY"	"36003"	12	6714	178.7 (Unreliable)
	"Bronx County, NY"	"36005"	494	155879	316.9
	"Broome County, NY"	"36007"	49	27646	177.2
	"Cattaraugus County, NY"	"36009"	20	11734	170.4
	"Cayuga County, NY"	"36011"	17	11851	143.4 (Unreliable)
